factor_id,name,scope,category_path,unit,gas,value_kgco2e_per_unit,geography,publication_year,source,source_version,licence,retrieved_on
desnz.2025.4_300_3011_4_3,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CH4,0.00036,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3011_4_4,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,N2O,0.00032,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_4_1,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2e,0.15473,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_4_2,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2,0.15355,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_4_3,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CH4,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_4_4,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,N2O,0.001,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_4_1,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2e,0.07482,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_4_2,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2,0.0744,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_4_3,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CH4,0.00025,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_4_4,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,N2O,0.00018,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_4_1,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2e,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_4_2,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CO2,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_4_3,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,CH4,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_4_4,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,km,N2O,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3010_9_1,Passenger vehicles — Cars (by market segment) — Lower medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2e,0.23363,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3010_9_2,Passenger vehicles — Cars (by market segment) — Lower medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2,0.23092,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3010_9_3,Passenger vehicles — Cars (by market segment) — Lower medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CH4,1e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3010_9_4,Passenger vehicles — Cars (by market segment) — Lower medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,N2O,0.00269,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3011_9_1,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2e,0.25948,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3011_9_2,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2,0.25839,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3011_9_3,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CH4,0.00057,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3011_9_4,Passenger vehicles — Cars (by market segment) — Lower medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,N2O,0.00052,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_9_1,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2e,0.249,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_9_2,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2,0.24711,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_9_3,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CH4,0.00029,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3012_9_4,Passenger vehicles — Cars (by market segment) — Lower medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,N2O,0.0016,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_9_1,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2e,0.12044,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_9_2,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2,0.11974,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_9_3,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CH4,0.0004,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3013_9_4,Passenger vehicles — Cars (by market segment) — Lower medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,N2O,0.00029,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_9_1,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2e,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_9_2,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CO2,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_9_3,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,CH4,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3014_9_4,Passenger vehicles — Cars (by market segment) — Lower medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Lower medium,miles,N2O,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_4_1,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2e,0.16194,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_4_2,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2,0.16026,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_4_3,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CH4,4.6368e-06,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_4_4,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,N2O,0.00167,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_4_1,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2e,0.18535,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_4_2,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2,0.18467,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_4_3,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CH4,0.00036,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_4_4,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,N2O,0.00032,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_4_1,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2e,0.16752,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_4_2,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2,0.16605,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_4_3,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CH4,8e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_4_4,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,N2O,0.00139,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_4_1,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2e,0.08106,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_4_2,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2,0.0806,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_4_3,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CH4,0.00026,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_4_4,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,N2O,0.0002,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_4_1,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2e,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_4_2,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CO2,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_4_3,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,CH4,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_4_4,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,km,N2O,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_9_1,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2e,0.26063,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_9_2,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2,0.25792,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_9_3,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CH4,1e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3015_9_4,Passenger vehicles — Cars (by market segment) — Upper medium (Diesel),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,N2O,0.00269,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_9_1,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2e,0.29828,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_9_2,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2,0.29719,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_9_3,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CH4,0.00057,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3016_9_4,Passenger vehicles — Cars (by market segment) — Upper medium (Petrol),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,N2O,0.00052,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_9_1,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2e,0.26959,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_9_2,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2,0.26724,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_9_3,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CH4,0.00012,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3017_9_4,Passenger vehicles — Cars (by market segment) — Upper medium (Unknown),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,N2O,0.00222,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_9_1,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2e,0.13047,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_9_2,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2,0.12972,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_9_3,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CH4,0.00041,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3018_9_4,Passenger vehicles — Cars (by market segment) — Upper medium (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,N2O,0.00034,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_9_1,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2e,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_9_2,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CO2,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_9_3,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,CH4,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3019_9_4,Passenger vehicles — Cars (by market segment) — Upper medium (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Upper medium,miles,N2O,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_4_1,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2e,0.17088,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_4_2,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2,0.1692,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_4_3,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,km,CH4,4.6368e-06,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_4_4,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,km,N2O,0.00167,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3021_4_1,Passenger vehicles — Cars (by market segment) — Executive (Petrol),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2e,0.20073,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3021_4_2,Passenger vehicles — Cars (by market segment) — Executive (Petrol),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2,0.20005,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3021_4_3,Passenger vehicles — Cars (by market segment) — Executive (Petrol),1,Passenger vehicles / Cars (by market segment) / Executive,km,CH4,0.00036,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3021_4_4,Passenger vehicles — Cars (by market segment) — Executive (Petrol),1,Passenger vehicles / Cars (by market segment) / Executive,km,N2O,0.00032,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3022_4_1,Passenger vehicles — Cars (by market segment) — Executive (Unknown),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2e,0.17846,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3022_4_2,Passenger vehicles — Cars (by market segment) — Executive (Unknown),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2,0.17702,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3022_4_3,Passenger vehicles — Cars (by market segment) — Executive (Unknown),1,Passenger vehicles / Cars (by market segment) / Executive,km,CH4,9e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3022_4_4,Passenger vehicles — Cars (by market segment) — Executive (Unknown),1,Passenger vehicles / Cars (by market segment) / Executive,km,N2O,0.00135,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3023_4_1,Passenger vehicles — Cars (by market segment) — Executive (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2e,0.08258,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3023_4_2,Passenger vehicles — Cars (by market segment) — Executive (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2,0.08209,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3023_4_3,Passenger vehicles — Cars (by market segment) — Executive (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CH4,0.00025,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3023_4_4,Passenger vehicles — Cars (by market segment) — Executive (Plug-in Hybrid Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,N2O,0.00024,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3024_4_1,Passenger vehicles — Cars (by market segment) — Executive (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2e,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3024_4_2,Passenger vehicles — Cars (by market segment) — Executive (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CO2,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3024_4_3,Passenger vehicles — Cars (by market segment) — Executive (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,CH4,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3024_4_4,Passenger vehicles — Cars (by market segment) — Executive (Battery Electric Vehicle),1,Passenger vehicles / Cars (by market segment) / Executive,km,N2O,0,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_9_1,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,miles,CO2e,0.27501,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_9_2,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,miles,CO2,0.2723,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
desnz.2025.4_300_3020_9_3,Passenger vehicles — Cars (by market segment) — Executive (Diesel),1,Passenger vehicles / Cars (by market segment) / Executive,miles,CH4,1e-05,UK,2025,DESNZ UK Government GHG conversion factors,"2025, flat format v1",Open Government Licence v3.0,2026-09-25
